LocationAbbr,LocationDesc,LocationID,TopicID,DataSource,DataSourceUrl,Question,QuestionID,StratificationCategoryId,StratificationCategory,Stratification,StratificationID,YearStart,YearEnd,DataValue,LowConfidenceLimit,HighConfidenceLimit,DataValueDisplay,LowConfidenceLimitDisplay,HighConfidenceLimitDisplay,DataValueUnit,DataValueType,DataValueTypeID,DataValueFootnote,DataValueFootnoteSymbol,DisplayOrder
"US","United States","59","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","OVERALL","Overall","Overall","OVR",2019,2019,10,9.8,10.2,"10.00","9.8","10.2","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"AL","Alabama","01","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","OVERALL","Overall","Overall","OVR",2019,2019,12.4,11.5,13.2,"12.4","11.5","13.2","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"AK","Alaska","02","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","OVERALL","Overall","Overall","OVR",2019,2019,7.2,6.1,8.5,"7.2","6.1","8.5","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"AZ","Arizona","04","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","OVERALL","Overall","Overall","OVR",2019,2019,9.9,8.9,10.9,"9.9","8.9","10.9","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"AR","Arkansas","05","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","OVERALL","Overall","Overall","OVR",2019,2019,12.3,11.2,13.4,"12.3","11.2","13.4","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"CA","California","06","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","OVERALL","Overall","Overall","OVR",2019,2019,9.5,8.9,10.2,"9.5","8.9","10.2","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"CO","Colorado","08","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","OVERALL","Overall","Overall","OVR",2019,2019,6.6,6.1,7.2,"6.6","6.1","7.2","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"CT","Connecticut","09","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","OVERALL","Overall","Overall","OVR",2019,2019,8.3,7.6,9,"8.3","7.6","9.00","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"DE","Delaware","10","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","OVERALL","Overall","Overall","OVR",2019,2019,11,9.8,12.4,"11.00","9.8","12.4","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"DC","District of Columbia","11","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","OVERALL","Overall","Overall","OVR",2019,2019,9.5,8.4,10.7,"9.5","8.4","10.7","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
