LocationAbbr,LocationDesc,LocationID,TopicID,DataSource,DataSourceUrl,Question,QuestionID,StratificationCategoryId,StratificationCategory,Stratification,StratificationID,YearStart,YearEnd,DataValue,LowConfidenceLimit,HighConfidenceLimit,DataValueDisplay,LowConfidenceLimitDisplay,HighConfidenceLimitDisplay,DataValueUnit,DataValueType,DataValueTypeID,DataValueFootnote,DataValueFootnoteSymbol,DisplayOrder
"US","United States","59","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","RACE","Race/Ethnicity","White, non-Hispanic","WHT",2020,2020,10.5,10.3,10.7,"10.5","10.3","10.7","%","Crude Prevalence","CRDPREV","","","5"
"US","United States","59","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","RACE","Race/Ethnicity","Black, non-Hispanic","BLK",2020,2020,15.5,14.9,16.3,"15.5","14.9","16.3","%","Crude Prevalence","CRDPREV","","","5"
"US","United States","59","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","RACE","Race/Ethnicity","Hispanic","HIS",2020,2020,12.1,11.5,12.8,"12.1","11.5","12.8","%","Crude Prevalence","CRDPREV","","","5"
"US","United States","59","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","RACE","Race/Ethnicity","Asian, non-Hispanic","ASN",2020,2020,"null","null","null","","","","%","Crude Prevalence","CRDPREV","No data available","*","5"
"US","United States","59","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","RACE","Race/Ethnicity","Hawaiian or Pacific Islander, non-Hispanic","HAPI",2020,2020,"null","null","null","","","","%","Crude Prevalence","CRDPREV","No data available","*","5"
"US","United States","59","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","RACE","Race/Ethnicity","American Indian or Alaska Native, non-Hispanic","AIAN",2020,2020,"null","null","null","","","","%","Crude Prevalence","CRDPREV","No data available","*","5"
"US","United States","59","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","RACE","Race/Ethnicity","Multiracial, non-Hispanic","MRC",2020,2020,"null","null","null","","","","%","Crude Prevalence","CRDPREV","No data available","*","5"
"AL","Alabama","01","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","RACE","Race/Ethnicity","White, non-Hispanic","WHT",2020,2020,13.7,12.2,15.3,"13.7","12.2","15.3","%","Crude Prevalence","CRDPREV","","","5"
"AL","Alabama","01","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","RACE","Race/Ethnicity","Black, non-Hispanic","BLK",2020,2020,18.9,16.3,21.8,"18.9","16.3","21.8","%","Crude Prevalence","CRDPREV","","","5"
"AL","Alabama","01","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","RACE","Race/Ethnicity","Hispanic","HIS",2020,2020,"null","null","null","","","","%","Crude Prevalence","CRDPREV","Data suppressed; denominator < 50 or relative standard error > 30%","****","5"
"AL","Alabama","01","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","RACE","Race/Ethnicity","Asian, non-Hispanic","ASN",2020,2020,"null","null","null","","","","%","Crude Prevalence","CRDPREV","Data suppressed; denominator < 50 or relative standard error > 30%","****","5"
"AL","Alabama","01","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","RACE","Race/Ethnicity","Hawaiian or Pacific Islander, non-Hispanic","HAPI",2020,2020,"null","null","null","","","","%","Crude Prevalence","CRDPREV","Data suppressed; denominator < 50 or relative standard error > 30%","****","5"
"AL","Alabama","01","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","RACE","Race/Ethnicity","American Indian or Alaska Native, non-Hispanic","AIAN",2020,2020,"null","null","null","","","","%","Crude Prevalence","CRDPREV","Data suppressed; denominator < 50 or relative standard error > 30%","****","5"
"AL","Alabama","01","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","RACE","Race/Ethnicity","Multiracial, non-Hispanic","MRC",2020,2020,18.1,9.8,31.1,"18.1","9.8","31.1","%","Crude Prevalence","CRDPREV","","","5"
"AK","Alaska","02","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","RACE","Race/Ethnicity","White, non-Hispanic","WHT",2020,2020,7.1,6.1,8.3,"7.1","6.1","8.3","%","Crude Prevalence","CRDPREV","","","5"
"AK","Alaska","02","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","RACE","Race/Ethnicity","Black, non-Hispanic","BLK",2020,2020,15.8,9.4,25.4,"15.8","9.4","25.4","%","Crude Prevalence","CRDPREV","","","5"
"AK","Alaska","02","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","RACE","Race/Ethnicity","Hispanic","HIS",2020,2020,11.9,7.1,19.4,"11.9","7.1","19.4","%","Crude Prevalence","CRDPREV","","","5"
"AK","Alaska","02","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","RACE","Race/Ethnicity","Asian, non-Hispanic","ASN",2020,2020,"null","null","null","","","","%","Crude Prevalence","CRDPREV","Data suppressed; denominator < 50 or relative standard error > 30%","****","5"
"AK","Alaska","02","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","RACE","Race/Ethnicity","Hawaiian or Pacific Islander, non-Hispanic","HAPI",2020,2020,"null","null","null","","","","%","Crude Prevalence","CRDPREV","Data suppressed; denominator < 50 or relative standard error > 30%","****","5"
"AK","Alaska","02","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","RACE","Race/Ethnicity","American Indian or Alaska Native, non-Hispanic","AIAN",2020,2020,9.9,7.2,13.5,"9.9","7.2","13.5","%","Crude Prevalence","CRDPREV","","","5"
"AK","Alaska","02","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","RACE","Race/Ethnicity","Multiracial, non-Hispanic","MRC",2020,2020,"null","null","null","","","","%","Crude Prevalence","CRDPREV","Data suppressed; denominator < 50 or relative standard error > 30%","****","5"
"AZ","Arizona","04","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","RACE","Race/Ethnicity","White, non-Hispanic","WHT",2020,2020,10.3,9.3,11.3,"10.3","9.3","11.3","%","Crude Prevalence","CRDPREV","","","5"
"AZ","Arizona","04","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","RACE","Race/Ethnicity","Black, non-Hispanic","BLK",2020,2020,14.1,9.9,19.6,"14.1","9.9","19.6","%","Crude Prevalence","CRDPREV","","","5"
"AZ","Arizona","04","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","RACE","Race/Ethnicity","Hispanic","HIS",2020,2020,11.3,9.7,13.1,"11.3","9.7","13.1","%","Crude Prevalence","CRDPREV","","","5"
"AZ","Arizona","04","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","RACE","Race/Ethnicity","Asian, non-Hispanic","ASN",2020,2020,"null","null","null","","","","%","Crude Prevalence","CRDPREV","Data suppressed; denominator < 50 or relative standard error > 30%","****","5"
"AZ","Arizona","04","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","RACE","Race/Ethnicity","Hawaiian or Pacific Islander, non-Hispanic","HAPI",2020,2020,"null","null","null","","","","%","Crude Prevalence","CRDPREV","Data suppressed; denominator < 50 or relative standard error > 30%","****","5"
"AZ","Arizona","04","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","RACE","Race/Ethnicity","American Indian or Alaska Native, non-Hispanic","AIAN",2020,2020,26.8,21,33.5,"26.8","21.00","33.5","%","Crude Prevalence","CRDPREV","","","5"
"AZ","Arizona","04","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","RACE","Race/Ethnicity","Multiracial, non-Hispanic","MRC",2020,2020,"null","null","null","","","","%","Crude Prevalence","CRDPREV","Data suppressed; denominator < 50 or relative standard error > 30%","****","5"
"AR","Arkansas","05","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","RACE","Race/Ethnicity","White, non-Hispanic","WHT",2020,2020,12.4,11.3,13.7,"12.4","11.3","13.7","%","Crude Prevalence","CRDPREV","","","5"
"AR","Arkansas","05","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","RACE","Race/Ethnicity","Black, non-Hispanic","BLK",2020,2020,15.1,11.9,19,"15.1","11.9","19.00","%","Crude Prevalence","CRDPREV","","","5"
"AR","Arkansas","05","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","RACE","Race/Ethnicity","Hispanic","HIS",2020,2020,10.2,6.1,16.6,"10.2","6.1","16.6","%","Crude Prevalence","CRDPREV","","","5"
"AR","Arkansas","05","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","RACE","Race/Ethnicity","Asian, non-Hispanic","ASN",2020,2020,"null","null","null","","","","%","Crude Prevalence","CRDPREV","Data suppressed; denominator < 50 or relative standard error > 30%","****","5"
"AR","Arkansas","05","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","RACE","Race/Ethnicity","Hawaiian or Pacific Islander, non-Hispanic","HAPI",2020,2020,"null","null","null","","","","%","Crude Prevalence","CRDPREV","Data suppressed; denominator < 50 or relative standard error > 30%","****","5"
"AR","Arkansas","05","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","RACE","Race/Ethnicity","American Indian or Alaska Native, non-Hispanic","AIAN",2020,2020,"null","null","null","","","","%","Crude Prevalence","CRDPREV","Data suppressed; denominator < 50 or relative standard error > 30%","****","5"
"AR","Arkansas","05","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","RACE","Race/Ethnicity","Multiracial, non-Hispanic","MRC",2020,2020,10.2,6.1,16.5,"10.2","6.1","16.5","%","Crude Prevalence","CRDPREV","","","5"
"CA","California","06","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","RACE","Race/Ethnicity","White, non-Hispanic","WHT",2020,2020,9.2,7.9,10.7,"9.2","7.9","10.7","%","Crude Prevalence","CRDPREV","","","5"
"CA","California","06","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","RACE","Race/Ethnicity","Black, non-Hispanic","BLK",2020,2020,17.5,12.3,24.4,"17.5","12.3","24.4","%","Crude Prevalence","CRDPREV","","","5"
"CA","California","06","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","RACE","Race/Ethnicity","Hispanic","HIS",2020,2020,13.4,11.8,15.1,"13.4","11.8","15.1","%","Crude Prevalence","CRDPREV","","","5"
"CA","California","06","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","RACE","Race/Ethnicity","Asian, non-Hispanic","ASN",2020,2020,11.5,8.3,15.6,"11.5","8.3","15.6","%","Crude Prevalence","CRDPREV","","","5"
"CA","California","06","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","RACE","Race/Ethnicity","Hawaiian or Pacific Islander, non-Hispanic","HAPI",2020,2020,"null","null","null","","","","%","Crude Prevalence","CRDPREV","Data suppressed; denominator < 50 or relative standard error > 30%","****","5"
"CA","California","06","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","RACE","Race/Ethnicity","American Indian or Alaska Native, non-Hispanic","AIAN",2020,2020,"null","null","null","","","","%","Crude Prevalence","CRDPREV","Data suppressed; denominator < 50 or relative standard error > 30%","****","5"
"CA","California","06","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","RACE","Race/Ethnicity","Multiracial, non-Hispanic","MRC",2020,2020,"null","null","null","","","","%","Crude Prevalence","CRDPREV","Data suppressed; denominator < 50 or relative standard error > 30%","****","5"
"CO","Colorado","08","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","RACE","Race/Ethnicity","White, non-Hispanic","WHT",2020,2020,6.2,5.6,6.9,"6.2","5.6","6.9","%","Crude Prevalence","CRDPREV","","","5"
"CO","Colorado","08","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","RACE","Race/Ethnicity","Black, non-Hispanic","BLK",2020,2020,10.7,7.3,15.6,"10.7","7.3","15.6","%","Crude Prevalence","CRDPREV","","","5"
"CO","Colorado","08","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","RACE","Race/Ethnicity","Hispanic","HIS",2020,2020,9.5,8,11.2,"9.5","8.00","11.2","%","Crude Prevalence","CRDPREV","","","5"
"CO","Colorado","08","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","RACE","Race/Ethnicity","Asian, non-Hispanic","ASN",2020,2020,"null","null","null","","","","%","Crude Prevalence","CRDPREV","Data suppressed; denominator < 50 or relative standard error > 30%","****","5"
