LocationAbbr,LocationDesc,LocationID,TopicID,DataSource,DataSourceUrl,Question,QuestionID,StratificationCategoryId,StratificationCategory,Stratification,StratificationID,YearStart,YearEnd,DataValue,LowConfidenceLimit,HighConfidenceLimit,DataValueDisplay,LowConfidenceLimitDisplay,HighConfidenceLimitDisplay,DataValueUnit,DataValueType,DataValueTypeID,DataValueFootnote,DataValueFootnoteSymbol,DisplayOrder
"US","United States","59","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Male","SEXM",2020,2020,10.8,10.5,11.1,"10.8","10.5","11.1","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"US","United States","59","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Female","SEXF",2020,2020,9.4,9.1,9.7,"9.4","9.1","9.7","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"AL","Alabama","01","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Male","SEXM",2020,2020,14.3,12.8,16.1,"14.3","12.8","16.1","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"AL","Alabama","01","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Female","SEXF",2020,2020,12.2,10.8,13.7,"12.2","10.8","13.7","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"AK","Alaska","02","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Male","SEXM",2020,2020,7.9,6.5,9.7,"7.9","6.5","9.7","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"AK","Alaska","02","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Female","SEXF",2020,2020,7,5.5,8.8,"7.00","5.5","8.8","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"AZ","Arizona","04","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Male","SEXM",2020,2020,11.1,10,12.2,"11.1","10.00","12.2","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"AZ","Arizona","04","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Female","SEXF",2020,2020,8.9,7.8,10,"8.9","7.8","10.00","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"AR","Arkansas","05","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Male","SEXM",2020,2020,11.2,9.9,12.7,"11.2","9.9","12.7","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"AR","Arkansas","05","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Female","SEXF",2020,2020,12.6,11.2,14.2,"12.6","11.2","14.2","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"CA","California","06","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Male","SEXM",2020,2020,10,8.5,11.7,"10.00","8.5","11.7","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"CA","California","06","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Female","SEXF",2020,2020,8.8,7.4,10.3,"8.8","7.4","10.3","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"CO","Colorado","08","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Male","SEXM",2020,2020,7.4,6.7,8.2,"7.4","6.7","8.2","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"CO","Colorado","08","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Female","SEXF",2020,2020,6.8,6.1,7.6,"6.8","6.1","7.6","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"CT","Connecticut","09","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Male","SEXM",2020,2020,9.5,8.3,10.9,"9.5","8.3","10.9","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"CT","Connecticut","09","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Female","SEXF",2020,2020,7.2,6.3,8.3,"7.2","6.3","8.3","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"DE","Delaware","10","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Male","SEXM",2020,2020,11.9,10,14,"11.9","10.00","14.00","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"DE","Delaware","10","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Female","SEXF",2020,2020,9.5,8,11.2,"9.5","8.00","11.2","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"DC","District of Columbia","11","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Male","SEXM",2020,2020,8.3,6.8,10.1,"8.3","6.8","10.1","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"DC","District of Columbia","11","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Female","SEXF",2020,2020,8.5,7.1,10.1,"8.5","7.1","10.1","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"FL","Florida","12","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Male","SEXM",2020,2020,10,8.5,11.6,"10.00","8.5","11.6","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"FL","Florida","12","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Female","SEXF",2020,2020,9.2,8,10.4,"9.2","8.00","10.4","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"GA","Georgia","13","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Male","SEXM",2020,2020,10.9,9.7,12.2,"10.9","9.7","12.2","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"GA","Georgia","13","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Female","SEXF",2020,2020,10.7,9.6,11.8,"10.7","9.6","11.8","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"GU","Guam","66","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Male","SEXM",2020,2020,17.2,13,22.4,"17.2","13.00","22.4","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"GU","Guam","66","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Female","SEXF",2020,2020,15.2,11.9,19.1,"15.2","11.9","19.1","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"HI","Hawaii","15","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Male","SEXM",2020,2020,10.5,9.3,12,"10.5","9.3","12.00","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"HI","Hawaii","15","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Female","SEXF",2020,2020,8.6,7.5,9.8,"8.6","7.5","9.8","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"ID","Idaho","16","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Male","SEXM",2020,2020,8.4,7.2,9.8,"8.4","7.2","9.8","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"ID","Idaho","16","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Female","SEXF",2020,2020,7.7,6.5,9.1,"7.7","6.5","9.1","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"IL","Illinois","17","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Male","SEXM",2020,2020,10.5,8.9,12.5,"10.5","8.9","12.5","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"IL","Illinois","17","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Female","SEXF",2020,2020,8.4,7,10,"8.4","7.00","10.00","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"IN","Indiana","18","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Male","SEXM",2020,2020,10.9,9.9,11.9,"10.9","9.9","11.9","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"IN","Indiana","18","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Female","SEXF",2020,2020,10.6,9.6,11.6,"10.6","9.6","11.6","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"IA","Iowa","19","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Male","SEXM",2020,2020,9.2,8.4,10.1,"9.2","8.4","10.1","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"IA","Iowa","19","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Female","SEXF",2020,2020,8.9,8.1,9.8,"8.9","8.1","9.8","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"KS","Kansas","20","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Male","SEXM",2020,2020,10.4,9.5,11.3,"10.4","9.5","11.3","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"KS","Kansas","20","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Female","SEXF",2020,2020,10,9.1,11,"10.00","9.1","11.00","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"KY","Kentucky","21","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Male","SEXM",2020,2020,12.4,10.9,14.2,"12.4","10.9","14.2","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"KY","Kentucky","21","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Female","SEXF",2020,2020,10.8,9.3,12.4,"10.8","9.3","12.4","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"LA","Louisiana","22","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Male","SEXM",2020,2020,12.8,11.1,14.7,"12.8","11.1","14.7","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"LA","Louisiana","22","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Female","SEXF",2020,2020,13,11.6,14.6,"13.00","11.6","14.6","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"ME","Maine","23","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Male","SEXM",2020,2020,9.6,8.5,10.8,"9.6","8.5","10.8","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"ME","Maine","23","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Female","SEXF",2020,2020,7.1,6.3,8,"7.1","6.3","8.00","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"MD","Maryland","24","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Male","SEXM",2020,2020,9.7,8.9,10.7,"9.7","8.9","10.7","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"MD","Maryland","24","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Female","SEXF",2020,2020,8.7,7.9,9.6,"8.7","7.9","9.6","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"MA","Massachusetts","25","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Male","SEXM",2020,2020,8.3,7.1,9.6,"8.3","7.1","9.6","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"MA","Massachusetts","25","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Female","SEXF",2020,2020,7.2,6.2,8.4,"7.2","6.2","8.4","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"MI","Michigan","26","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Male","SEXM",2020,2020,11.8,10.5,13.2,"11.8","10.5","13.2","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"MI","Michigan","26","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Female","SEXF",2020,2020,9.8,8.7,11,"9.8","8.7","11.00","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"MN","Minnesota","27","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Male","SEXM",2020,2020,8.9,8.2,9.6,"8.9","8.2","9.6","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"MN","Minnesota","27","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Female","SEXF",2020,2020,6.9,6.3,7.5,"6.9","6.3","7.5","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"MS","Mississippi","28","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Male","SEXM",2020,2020,13.5,12.1,14.9,"13.5","12.1","14.9","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"MS","Mississippi","28","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Female","SEXF",2020,2020,13.2,11.8,14.8,"13.2","11.8","14.8","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"MO","Missouri","29","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Male","SEXM",2020,2020,10.6,9.6,11.8,"10.6","9.6","11.8","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"MO","Missouri","29","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Female","SEXF",2020,2020,8.6,7.7,9.6,"8.6","7.7","9.6","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"MT","Montana","30","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Male","SEXM",2020,2020,8.2,7.2,9.2,"8.2","7.2","9.2","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"MT","Montana","30","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Female","SEXF",2020,2020,7.6,6.5,8.9,"7.6","6.5","8.9","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"NE","Nebraska","31","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Male","SEXM",2020,2020,9.8,8.9,10.7,"9.8","8.9","10.7","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"NE","Nebraska","31","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Female","SEXF",2020,2020,8.4,7.6,9.3,"8.4","7.6","9.3","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"NV","Nevada","32","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Male","SEXM",2020,2020,11.4,9.3,13.9,"11.4","9.3","13.9","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
