LocationAbbr,LocationDesc,LocationID,TopicID,DataSource,DataSourceUrl,Question,QuestionID,StratificationCategoryId,StratificationCategory,Stratification,StratificationID,YearStart,YearEnd,DataValue,LowConfidenceLimit,HighConfidenceLimit,DataValueDisplay,LowConfidenceLimitDisplay,HighConfidenceLimitDisplay,DataValueUnit,DataValueType,DataValueTypeID,DataValueFootnote,DataValueFootnoteSymbol,DisplayOrder
"US","United States","59","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","AGE","Age","Age 18-44","AGE1844",2019,2019,2.9,2.8,3.1,"2.9","2.8","3.1","%","Crude Prevalence","CRDPREV","","","5"
"US","United States","59","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","AGE","Age","Age 45-64","AGE4564",2019,2019,14.7,14.3,15.1,"14.7","14.3","15.1","%","Crude Prevalence","CRDPREV","","","5"
"US","United States","59","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","AGE","Age","Age >=65","AGE65P",2019,2019,23.1,22.7,23.6,"23.1","22.7","23.6","%","Crude Prevalence","CRDPREV","","","5"
"AL","Alabama","01","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","AGE","Age","Age 18-44","AGE1844",2019,2019,3.3,2.5,4.4,"3.3","2.5","4.4","%","Crude Prevalence","CRDPREV","","","5"
"AL","Alabama","01","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","AGE","Age","Age 45-64","AGE4564",2019,2019,20.1,18.2,22.1,"20.1","18.2","22.1","%","Crude Prevalence","CRDPREV","","","5"
"AL","Alabama","01","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","AGE","Age","Age >=65","AGE65P",2019,2019,25.9,23.8,28,"25.9","23.8","28.00","%","Crude Prevalence","CRDPREV","","","5"
"AK","Alaska","02","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","AGE","Age","Age 18-44","AGE1844",2019,2019,2,1.2,3.5,"2.00","1.2","3.5","%","Crude Prevalence","CRDPREV","","","5"
"AK","Alaska","02","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","AGE","Age","Age 45-64","AGE4564",2019,2019,10.8,8.6,13.4,"10.8","8.6","13.4","%","Crude Prevalence","CRDPREV","","","5"
"AK","Alaska","02","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","AGE","Age","Age >=65","AGE65P",2019,2019,16.4,12.9,20.6,"16.4","12.9","20.6","%","Crude Prevalence","CRDPREV","","","5"
"AZ","Arizona","04","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","AGE","Age","Age 18-44","AGE1844",2019,2019,3.2,2.3,4.4,"3.2","2.3","4.4","%","Crude Prevalence","CRDPREV","","","5"
"AZ","Arizona","04","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","AGE","Age","Age 45-64","AGE4564",2019,2019,15.1,13,17.5,"15.1","13.00","17.5","%","Crude Prevalence","CRDPREV","","","5"
"AZ","Arizona","04","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","AGE","Age","Age >=65","AGE65P",2019,2019,20.6,18.5,22.9,"20.6","18.5","22.9","%","Crude Prevalence","CRDPREV","","","5"
"AR","Arkansas","05","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","AGE","Age","Age 18-44","AGE1844",2019,2019,3.9,2.8,5.4,"3.9","2.8","5.4","%","Crude Prevalence","CRDPREV","","","5"
"AR","Arkansas","05","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","AGE","Age","Age 45-64","AGE4564",2019,2019,19,16.8,21.5,"19.00","16.8","21.5","%","Crude Prevalence","CRDPREV","","","5"
"AR","Arkansas","05","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","AGE","Age","Age >=65","AGE65P",2019,2019,25.3,23.1,27.5,"25.3","23.1","27.5","%","Crude Prevalence","CRDPREV","","","5"
"CA","California","06","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","AGE","Age","Age 18-44","AGE1844",2019,2019,2.6,2.1,3.2,"2.6","2.1","3.2","%","Crude Prevalence","CRDPREV","","","5"
"CA","California","06","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","AGE","Age","Age 45-64","AGE4564",2019,2019,13.9,12.5,15.4,"13.9","12.5","15.4","%","Crude Prevalence","CRDPREV","","","5"
"CA","California","06","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","AGE","Age","Age >=65","AGE65P",2019,2019,22.8,20.8,25,"22.8","20.8","25.00","%","Crude Prevalence","CRDPREV","","","5"
"CO","Colorado","08","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","AGE","Age","Age 18-44","AGE1844",2019,2019,2.2,1.6,2.9,"2.2","1.6","2.9","%","Crude Prevalence","CRDPREV","","","5"
"CO","Colorado","08","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","AGE","Age","Age 45-64","AGE4564",2019,2019,9.2,8.2,10.5,"9.2","8.2","10.5","%","Crude Prevalence","CRDPREV","","","5"
"CO","Colorado","08","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","AGE","Age","Age >=65","AGE65P",2019,2019,15.5,14.1,17.1,"15.5","14.1","17.1","%","Crude Prevalence","CRDPREV","","","5"
"CT","Connecticut","09","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","AGE","Age","Age 18-44","AGE1844",2019,2019,2.7,2,3.7,"2.7","2.00","3.7","%","Crude Prevalence","CRDPREV","","","5"
"CT","Connecticut","09","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","AGE","Age","Age 45-64","AGE4564",2019,2019,11.9,10.6,13.3,"11.9","10.6","13.3","%","Crude Prevalence","CRDPREV","","","5"
"CT","Connecticut","09","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","AGE","Age","Age >=65","AGE65P",2019,2019,19,17.3,20.8,"19.00","17.3","20.8","%","Crude Prevalence","CRDPREV","","","5"
"DE","Delaware","10","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","AGE","Age","Age 18-44","AGE1844",2019,2019,3.8,2.5,5.6,"3.8","2.5","5.6","%","Crude Prevalence","CRDPREV","","","5"
"DE","Delaware","10","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","AGE","Age","Age 45-64","AGE4564",2019,2019,15.5,13.1,18.2,"15.5","13.1","18.2","%","Crude Prevalence","CRDPREV","","","5"
"DE","Delaware","10","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","AGE","Age","Age >=65","AGE65P",2019,2019,24.8,21.7,28.3,"24.8","21.7","28.3","%","Crude Prevalence","CRDPREV","","","5"
"DC","District of Columbia","11","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","AGE","Age","Age 18-44","AGE1844",2019,2019,2,1.3,3.2,"2.00","1.3","3.2","%","Crude Prevalence","CRDPREV","","","5"
"DC","District of Columbia","11","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","AGE","Age","Age 45-64","AGE4564",2019,2019,15.1,12.4,18.3,"15.1","12.4","18.3","%","Crude Prevalence","CRDPREV","","","5"
"DC","District of Columbia","11","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","AGE","Age","Age >=65","AGE65P",2019,2019,22.8,19.6,26.4,"22.8","19.6","26.4","%","Crude Prevalence","CRDPREV","","","5"
"FL","Florida","12","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","AGE","Age","Age 18-44","AGE1844",2019,2019,2.3,1.8,3,"2.3","1.8","3.00","%","Crude Prevalence","CRDPREV","","","5"
"FL","Florida","12","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","AGE","Age","Age 45-64","AGE4564",2019,2019,14,12.1,16.2,"14.00","12.1","16.2","%","Crude Prevalence","CRDPREV","","","5"
"FL","Florida","12","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","AGE","Age","Age >=65","AGE65P",2019,2019,23.5,21.5,25.6,"23.5","21.5","25.6","%","Crude Prevalence","CRDPREV","","","5"
"GA","Georgia","13","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","AGE","Age","Age 18-44","AGE1844",2019,2019,4,3,5.2,"4.00","3.00","5.2","%","Crude Prevalence","CRDPREV","","","5"
"GA","Georgia","13","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","AGE","Age","Age 45-64","AGE4564",2019,2019,16.2,14.2,18.4,"16.2","14.2","18.4","%","Crude Prevalence","CRDPREV","","","5"
"GA","Georgia","13","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","AGE","Age","Age >=65","AGE65P",2019,2019,24.5,22.2,26.9,"24.5","22.2","26.9","%","Crude Prevalence","CRDPREV","","","5"
"GU","Guam","66","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","AGE","Age","Age 18-44","AGE1844",2019,2019,4.1,2.9,5.9,"4.1","2.9","5.9","%","Crude Prevalence","CRDPREV","","","5"
"GU","Guam","66","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","AGE","Age","Age 45-64","AGE4564",2019,2019,19.3,15.8,23.5,"19.3","15.8","23.5","%","Crude Prevalence","CRDPREV","","","5"
"GU","Guam","66","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","AGE","Age","Age >=65","AGE65P",2019,2019,31.1,24.1,39.1,"31.1","24.1","39.1","%","Crude Prevalence","CRDPREV","","","5"
"HI","Hawaii","15","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","AGE","Age","Age 18-44","AGE1844",2019,2019,3.4,2.6,4.3,"3.4","2.6","4.3","%","Crude Prevalence","CRDPREV","","","5"
"HI","Hawaii","15","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","AGE","Age","Age 45-64","AGE4564",2019,2019,13.9,12.2,15.7,"13.9","12.2","15.7","%","Crude Prevalence","CRDPREV","","","5"
"HI","Hawaii","15","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","AGE","Age","Age >=65","AGE65P",2019,2019,19.5,17.5,21.6,"19.5","17.5","21.6","%","Crude Prevalence","CRDPREV","","","5"
"ID","Idaho","16","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","AGE","Age","Age 18-44","AGE1844",2019,2019,3.1,2.3,4.2,"3.1","2.3","4.2","%","Crude Prevalence","CRDPREV","","","5"
"ID","Idaho","16","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","AGE","Age","Age 45-64","AGE4564",2019,2019,12.5,10.4,15,"12.5","10.4","15.00","%","Crude Prevalence","CRDPREV","","","5"
"ID","Idaho","16","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","AGE","Age","Age >=65","AGE65P",2019,2019,22.4,19.7,25.4,"22.4","19.7","25.4","%","Crude Prevalence","CRDPREV","","","5"
"IL","Illinois","17","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","AGE","Age","Age 18-44","AGE1844",2019,2019,2.4,1.8,3.2,"2.4","1.8","3.2","%","Crude Prevalence","CRDPREV","","","5"
"IL","Illinois","17","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","AGE","Age","Age 45-64","AGE4564",2019,2019,15.4,13.7,17.4,"15.4","13.7","17.4","%","Crude Prevalence","CRDPREV","","","5"
"IL","Illinois","17","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","AGE","Age","Age >=65","AGE65P",2019,2019,24.4,21.9,27,"24.4","21.9","27.00","%","Crude Prevalence","CRDPREV","","","5"
"IN","Indiana","18","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","AGE","Age","Age 18-44","AGE1844",2019,2019,3.8,3,4.9,"3.8","3.00","4.9","%","Crude Prevalence","CRDPREV","","","5"
"IN","Indiana","18","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","AGE","Age","Age 45-64","AGE4564",2019,2019,15.7,14.4,17.2,"15.7","14.4","17.2","%","Crude Prevalence","CRDPREV","","","5"
"IN","Indiana","18","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","AGE","Age","Age >=65","AGE65P",2019,2019,25.8,24,27.7,"25.8","24.00","27.7","%","Crude Prevalence","CRDPREV","","","5"
"IA","Iowa","19","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","AGE","Age","Age 18-44","AGE1844",2019,2019,2.9,2.3,3.6,"2.9","2.3","3.6","%","Crude Prevalence","CRDPREV","","","5"
"IA","Iowa","19","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","AGE","Age","Age 45-64","AGE4564",2019,2019,13.4,12.2,14.8,"13.4","12.2","14.8","%","Crude Prevalence","CRDPREV","","","5"
"IA","Iowa","19","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","AGE","Age","Age >=65","AGE65P",2019,2019,20.4,18.9,22,"20.4","18.9","22.00","%","Crude Prevalence","CRDPREV","","","5"
"KS","Kansas","20","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","AGE","Age","Age 18-44","AGE1844",2019,2019,3.1,2.5,3.8,"3.1","2.5","3.8","%","Crude Prevalence","CRDPREV","","","5"
"KS","Kansas","20","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","AGE","Age","Age 45-64","AGE4564",2019,2019,14.1,12.9,15.4,"14.1","12.9","15.4","%","Crude Prevalence","CRDPREV","","","5"
"KS","Kansas","20","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","AGE","Age","Age >=65","AGE65P",2019,2019,22.7,21.2,24.4,"22.7","21.2","24.4","%","Crude Prevalence","CRDPREV","","","5"
"KY","Kentucky","21","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","AGE","Age","Age 18-44","AGE1844",2019,2019,3.2,2.4,4.3,"3.2","2.4","4.3","%","Crude Prevalence","CRDPREV","","","5"
"KY","Kentucky","21","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","AGE","Age","Age 45-64","AGE4564",2019,2019,18.7,16.6,21.1,"18.7","16.6","21.1","%","Crude Prevalence","CRDPREV","","","5"
"KY","Kentucky","21","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","AGE","Age","Age >=65","AGE65P",2019,2019,25.8,23.3,28.5,"25.8","23.3","28.5","%","Crude Prevalence","CRDPREV","","","5"
"LA","Louisiana","22","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","AGE","Age","Age 18-44","AGE1844",2019,2019,2.8,2,3.8,"2.8","2.00","3.8","%","Crude Prevalence","CRDPREV","","","5"
"LA","Louisiana","22","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","AGE","Age","Age 45-64","AGE4564",2019,2019,17.5,15.5,19.7,"17.5","15.5","19.7","%","Crude Prevalence","CRDPREV","","","5"
"LA","Louisiana","22","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","AGE","Age","Age >=65","AGE65P",2019,2019,27.2,24.3,30.3,"27.2","24.3","30.3","%","Crude Prevalence","CRDPREV","","","5"
"ME","Maine","23","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","AGE","Age","Age 18-44","AGE1844",2019,2019,3.3,2.5,4.5,"3.3","2.5","4.5","%","Crude Prevalence","CRDPREV","","","5"
"ME","Maine","23","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","AGE","Age","Age 45-64","AGE4564",2019,2019,12.3,10.9,13.9,"12.3","10.9","13.9","%","Crude Prevalence","CRDPREV","","","5"
"ME","Maine","23","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","AGE","Age","Age >=65","AGE65P",2019,2019,19,17.5,20.5,"19.00","17.5","20.5","%","Crude Prevalence","CRDPREV","","","5"
"MD","Maryland","24","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","AGE","Age","Age 18-44","AGE1844",2019,2019,2.8,2.2,3.6,"2.8","2.2","3.6","%","Crude Prevalence","CRDPREV","","","5"
"MD","Maryland","24","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","AGE","Age","Age 45-64","AGE4564",2019,2019,14.7,13.5,16,"14.7","13.5","16.00","%","Crude Prevalence","CRDPREV","","","5"
"MD","Maryland","24","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","AGE","Age","Age >=65","AGE65P",2019,2019,22.8,21.4,24.3,"22.8","21.4","24.3","%","Crude Prevalence","CRDPREV","","","5"
