LocationAbbr,LocationDesc,LocationID,TopicID,DataSource,DataSourceUrl,Question,QuestionID,StratificationCategoryId,StratificationCategory,Stratification,StratificationID,YearStart,YearEnd,DataValue,LowConfidenceLimit,HighConfidenceLimit,DataValueDisplay,LowConfidenceLimitDisplay,HighConfidenceLimitDisplay,DataValueUnit,DataValueType,DataValueTypeID,DataValueFootnote,DataValueFootnoteSymbol,DisplayOrder
"US","United States","59","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Male","SEXM",2022,2022,12.6,12.3,12.9,"12.6","12.3","12.9","%","Crude Prevalence","CRDPREV","","","5"
"US","United States","59","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Female","SEXF",2022,2022,11.6,11.3,11.9,"11.6","11.3","11.9","%","Crude Prevalence","CRDPREV","","","5"
"AL","Alabama","01","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Male","SEXM",2022,2022,14.8,12.9,16.8,"14.8","12.9","16.8","%","Crude Prevalence","CRDPREV","","","5"
"AL","Alabama","01","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Female","SEXF",2022,2022,16.3,14.5,18.2,"16.3","14.5","18.2","%","Crude Prevalence","CRDPREV","","","5"
"AK","Alaska","02","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Male","SEXM",2022,2022,8.7,7.5,10,"8.7","7.5","10.00","%","Crude Prevalence","CRDPREV","","","5"
"AK","Alaska","02","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Female","SEXF",2022,2022,8.7,7.4,10.3,"8.7","7.4","10.3","%","Crude Prevalence","CRDPREV","","","5"
"AZ","Arizona","04","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Male","SEXM",2022,2022,14,12.5,15.7,"14.00","12.5","15.7","%","Crude Prevalence","CRDPREV","","","5"
"AZ","Arizona","04","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Female","SEXF",2022,2022,11.5,10.2,12.9,"11.5","10.2","12.9","%","Crude Prevalence","CRDPREV","","","5"
"AR","Arkansas","05","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Male","SEXM",2022,2022,15.6,14,17.4,"15.6","14.00","17.4","%","Crude Prevalence","CRDPREV","","","5"
"AR","Arkansas","05","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Female","SEXF",2022,2022,15.8,14.3,17.5,"15.8","14.3","17.5","%","Crude Prevalence","CRDPREV","","","5"
"CA","California","06","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Male","SEXM",2022,2022,12,10.7,13.3,"12.00","10.7","13.3","%","Crude Prevalence","CRDPREV","","","5"
"CA","California","06","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Female","SEXF",2022,2022,11.1,9.8,12.5,"11.1","9.8","12.5","%","Crude Prevalence","CRDPREV","","","5"
"CO","Colorado","08","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Male","SEXM",2022,2022,8.8,7.8,10.1,"8.8","7.8","10.1","%","Crude Prevalence","CRDPREV","","","5"
"CO","Colorado","08","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Female","SEXF",2022,2022,7.4,6.5,8.4,"7.4","6.5","8.4","%","Crude Prevalence","CRDPREV","","","5"
"CT","Connecticut","09","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Male","SEXM",2022,2022,11.6,10.3,13,"11.6","10.3","13.00","%","Crude Prevalence","CRDPREV","","","5"
"CT","Connecticut","09","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Female","SEXF",2022,2022,10,8.6,11.5,"10.00","8.6","11.5","%","Crude Prevalence","CRDPREV","","","5"
"DE","Delaware","10","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Male","SEXM",2022,2022,15,13,17.3,"15.00","13.00","17.3","%","Crude Prevalence","CRDPREV","","","5"
"DE","Delaware","10","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Female","SEXF",2022,2022,12.8,11,14.9,"12.8","11.00","14.9","%","Crude Prevalence","CRDPREV","","","5"
"DC","District of Columbia","11","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Male","SEXM",2022,2022,7.9,6.3,9.9,"7.9","6.3","9.9","%","Crude Prevalence","CRDPREV","","","5"
"DC","District of Columbia","11","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Female","SEXF",2022,2022,8.1,6.7,9.8,"8.1","6.7","9.8","%","Crude Prevalence","CRDPREV","","","5"
"FL","Florida","12","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Male","SEXM",2022,2022,14,12.3,15.8,"14.00","12.3","15.8","%","Crude Prevalence","CRDPREV","","","5"
"FL","Florida","12","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Female","SEXF",2022,2022,10.5,9.2,12.1,"10.5","9.2","12.1","%","Crude Prevalence","CRDPREV","","","5"
"GA","Georgia","13","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Male","SEXM",2022,2022,12.6,11.3,14,"12.6","11.3","14.00","%","Crude Prevalence","CRDPREV","","","5"
"GA","Georgia","13","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Female","SEXF",2022,2022,11.6,10.5,12.8,"11.6","10.5","12.8","%","Crude Prevalence","CRDPREV","","","5"
"GU","Guam","66","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Male","SEXM",2022,2022,23,17.7,29.3,"23.00","17.7","29.3","%","Crude Prevalence","CRDPREV","","","5"
"GU","Guam","66","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Female","SEXF",2022,2022,20.2,15.6,25.7,"20.2","15.6","25.7","%","Crude Prevalence","CRDPREV","","","5"
"HI","Hawaii","15","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Male","SEXM",2022,2022,12.6,11.2,14.2,"12.6","11.2","14.2","%","Crude Prevalence","CRDPREV","","","5"
"HI","Hawaii","15","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Female","SEXF",2022,2022,10.9,9.7,12.2,"10.9","9.7","12.2","%","Crude Prevalence","CRDPREV","","","5"
"ID","Idaho","16","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Male","SEXM",2022,2022,11,9.8,12.4,"11.00","9.8","12.4","%","Crude Prevalence","CRDPREV","","","5"
"ID","Idaho","16","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Female","SEXF",2022,2022,8.8,7.7,10,"8.8","7.7","10.00","%","Crude Prevalence","CRDPREV","","","5"
"IL","Illinois","17","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Male","SEXM",2022,2022,12.5,10.9,14.4,"12.5","10.9","14.4","%","Crude Prevalence","CRDPREV","","","5"
"IL","Illinois","17","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Female","SEXF",2022,2022,11.5,9.8,13.4,"11.5","9.8","13.4","%","Crude Prevalence","CRDPREV","","","5"
"IN","Indiana","18","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Male","SEXM",2022,2022,13.8,12.7,14.9,"13.8","12.7","14.9","%","Crude Prevalence","CRDPREV","","","5"
"IN","Indiana","18","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Female","SEXF",2022,2022,11.6,10.7,12.7,"11.6","10.7","12.7","%","Crude Prevalence","CRDPREV","","","5"
"IA","Iowa","19","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Male","SEXM",2022,2022,11.3,10.2,12.4,"11.3","10.2","12.4","%","Crude Prevalence","CRDPREV","","","5"
"IA","Iowa","19","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Female","SEXF",2022,2022,11.9,10.8,13.1,"11.9","10.8","13.1","%","Crude Prevalence","CRDPREV","","","5"
"KS","Kansas","20","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Male","SEXM",2022,2022,12,10.9,13.2,"12.00","10.9","13.2","%","Crude Prevalence","CRDPREV","","","5"
"KS","Kansas","20","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Female","SEXF",2022,2022,10.8,9.9,11.9,"10.8","9.9","11.9","%","Crude Prevalence","CRDPREV","","","5"
"KY","Kentucky","21","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Male","SEXM",2022,2022,14.4,12.4,16.6,"14.4","12.4","16.6","%","Crude Prevalence","CRDPREV","","","5"
"KY","Kentucky","21","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Female","SEXF",2022,2022,15.1,13.2,17.3,"15.1","13.2","17.3","%","Crude Prevalence","CRDPREV","","","5"
"LA","Louisiana","22","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Male","SEXM",2022,2022,12.4,11,14,"12.4","11.00","14.00","%","Crude Prevalence","CRDPREV","","","5"
"LA","Louisiana","22","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Female","SEXF",2022,2022,16.8,15.2,18.5,"16.8","15.2","18.5","%","Crude Prevalence","CRDPREV","","","5"
"ME","Maine","23","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Male","SEXM",2022,2022,12,10.8,13.4,"12.00","10.8","13.4","%","Crude Prevalence","CRDPREV","","","5"
"ME","Maine","23","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Female","SEXF",2022,2022,10.2,9.1,11.4,"10.2","9.1","11.4","%","Crude Prevalence","CRDPREV","","","5"
"MD","Maryland","24","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Male","SEXM",2022,2022,12.9,11.8,14.2,"12.9","11.8","14.2","%","Crude Prevalence","CRDPREV","","","5"
"MD","Maryland","24","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Female","SEXF",2022,2022,11,10.1,12.1,"11.00","10.1","12.1","%","Crude Prevalence","CRDPREV","","","5"
"MA","Massachusetts","25","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Male","SEXM",2022,2022,12,10.7,13.4,"12.00","10.7","13.4","%","Crude Prevalence","CRDPREV","","","5"
"MA","Massachusetts","25","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Female","SEXF",2022,2022,9.1,8,10.3,"9.1","8.00","10.3","%","Crude Prevalence","CRDPREV","","","5"
"MI","Michigan","26","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Male","SEXM",2022,2022,10.6,9.7,11.6,"10.6","9.7","11.6","%","Crude Prevalence","CRDPREV","","","5"
"MI","Michigan","26","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Female","SEXF",2022,2022,12.6,11.5,13.8,"12.6","11.5","13.8","%","Crude Prevalence","CRDPREV","","","5"
"MN","Minnesota","27","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Male","SEXM",2022,2022,10.7,9.9,11.6,"10.7","9.9","11.6","%","Crude Prevalence","CRDPREV","","","5"
"MN","Minnesota","27","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Female","SEXF",2022,2022,9.7,8.8,10.6,"9.7","8.8","10.6","%","Crude Prevalence","CRDPREV","","","5"
"MS","Mississippi","28","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Male","SEXM",2022,2022,14.3,12.5,16.4,"14.3","12.5","16.4","%","Crude Prevalence","CRDPREV","","","5"
"MS","Mississippi","28","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Female","SEXF",2022,2022,16.3,14.3,18.5,"16.3","14.3","18.5","%","Crude Prevalence","CRDPREV","","","5"
"MO","Missouri","29","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Male","SEXM",2022,2022,12.7,11.4,14.3,"12.7","11.4","14.3","%","Crude Prevalence","CRDPREV","","","5"
"MO","Missouri","29","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Female","SEXF",2022,2022,10.8,9.6,12,"10.8","9.6","12.00","%","Crude Prevalence","CRDPREV","","","5"
"MT","Montana","30","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Male","SEXM",2022,2022,9.4,8.4,10.5,"9.4","8.4","10.5","%","Crude Prevalence","CRDPREV","","","5"
