LocationAbbr,LocationDesc,LocationID,TopicID,DataSource,DataSourceUrl,Question,QuestionID,StratificationCategoryId,StratificationCategory,Stratification,StratificationID,YearStart,YearEnd,DataValue,LowConfidenceLimit,HighConfidenceLimit,DataValueDisplay,LowConfidenceLimitDisplay,HighConfidenceLimitDisplay,DataValueUnit,DataValueType,DataValueTypeID,DataValueFootnote,DataValueFootnoteSymbol,DisplayOrder
"US","United States","59","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Male","SEXM",2021,2021,11,10.7,11.3,"11.00","10.7","11.3","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"US","United States","59","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Female","SEXF",2021,2021,9.7,9.4,10,"9.7","9.4","10.00","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"AL","Alabama","01","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Male","SEXM",2021,2021,13.2,11.5,15.3,"13.2","11.5","15.3","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"AL","Alabama","01","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Female","SEXF",2021,2021,13.7,12.1,15.4,"13.7","12.1","15.4","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"AK","Alaska","02","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Male","SEXM",2021,2021,8.7,7.3,10.4,"8.7","7.3","10.4","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"AK","Alaska","02","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Female","SEXF",2021,2021,7.5,6.3,8.8,"7.5","6.3","8.8","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"AZ","Arizona","04","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Male","SEXM",2021,2021,10.2,9.2,11.4,"10.2","9.2","11.4","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"AZ","Arizona","04","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Female","SEXF",2021,2021,9.5,8.5,10.5,"9.5","8.5","10.5","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"AR","Arkansas","05","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Male","SEXM",2021,2021,11.4,9.9,12.9,"11.4","9.9","12.9","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"AR","Arkansas","05","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Female","SEXF",2021,2021,10.6,9.4,12.1,"10.6","9.4","12.1","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"CA","California","06","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Male","SEXM",2021,2021,11.1,9.8,12.4,"11.1","9.8","12.4","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"CA","California","06","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Female","SEXF",2021,2021,10.9,9.5,12.5,"10.9","9.5","12.5","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"CO","Colorado","08","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Male","SEXM",2021,2021,6.7,6,7.5,"6.7","6.00","7.5","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"CO","Colorado","08","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Female","SEXF",2021,2021,6.4,5.7,7.2,"6.4","5.7","7.2","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"CT","Connecticut","09","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Male","SEXM",2021,2021,10.6,9.4,12,"10.6","9.4","12.00","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"CT","Connecticut","09","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Female","SEXF",2021,2021,8.3,7.3,9.4,"8.3","7.3","9.4","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"DE","Delaware","10","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Male","SEXM",2021,2021,10.4,8.7,12.5,"10.4","8.7","12.5","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"DE","Delaware","10","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Female","SEXF",2021,2021,9.7,8.1,11.4,"9.7","8.1","11.4","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"DC","District of Columbia","11","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Male","SEXM",2021,2021,8.1,6.7,9.8,"8.1","6.7","9.8","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"DC","District of Columbia","11","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Female","SEXF",2021,2021,8.8,7.3,10.5,"8.8","7.3","10.5","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"FL","Florida","12","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Male","SEXM",2021,2021,"null","null","null","","","","%","Age-adjusted Prevalence","AGEADJPREV","No data available","*","4"
"FL","Florida","12","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Female","SEXF",2021,2021,"null","null","null","","","","%","Age-adjusted Prevalence","AGEADJPREV","No data available","*","4"
"GA","Georgia","13","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Male","SEXM",2021,2021,12.4,10.9,14,"12.4","10.9","14.00","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"GA","Georgia","13","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Female","SEXF",2021,2021,10.8,9.7,12,"10.8","9.7","12.00","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"GU","Guam","66","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Male","SEXM",2021,2021,12.4,8.3,18.2,"12.4","8.3","18.2","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"GU","Guam","66","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Female","SEXF",2021,2021,12.6,9.1,17.2,"12.6","9.1","17.2","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"HI","Hawaii","15","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Male","SEXM",2021,2021,9.2,8.1,10.5,"9.2","8.1","10.5","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"HI","Hawaii","15","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Female","SEXF",2021,2021,7.2,6.2,8.3,"7.2","6.2","8.3","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"ID","Idaho","16","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Male","SEXM",2021,2021,9.1,8.1,10.3,"9.1","8.1","10.3","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"ID","Idaho","16","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","SEX","Sex","Female","SEXF",2021,2021,8.5,7.5,9.7,"8.5","7.5","9.7","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
